date,fund,company,ticker,cusip,shares,market value ($),weight (%)
12/31/2024,ARKK,TESLA INC,TSLA,88160R101,"2,429,100","$1,013,930,631.00",15.93%
12/31/2024,ARKK,ROKU INC,ROKU,77543R102,"7,642,908","$572,377,380.12",8.99%
12/31/2024,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"2,022,697","$516,920,445.32",8.12%
12/31/2024,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"6,903,272","$403,703,346.56",6.34%
12/31/2024,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"4,744,883","$366,210,069.94",5.75%
12/31/2024,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"7,793,470","$298,334,031.60",4.69%
12/31/2024,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,560,249","$273,152,965.81",4.29%
12/31/2024,ARKK,BLOCK INC,SQ,852234103,"2,901,086","$253,787,003.28",3.99%
12/31/2024,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"6,469,168","$250,033,343.20",3.93%
12/31/2024,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"19,537,377","$196,546,012.62",3.09%
12/31/2024,ARKK,UIPATH INC - CLASS A,PATH,90364P105,"12,205,237","$155,494,719.38",2.44%
12/31/2024,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"257,425","$152,199,957.00",2.39%
12/31/2024,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,079,431","$145,441,526.13",2.29%
12/31/2024,ARKK,TEMPUS AI INC,TEM,88023B103,"3,903,229","$132,202,366.23",2.08%
12/31/2024,ARKK,PAGERDUTY INC,PD,69553P100,"6,966,537","$125,397,666.00",1.97%
12/31/2024,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"18,369,560","$124,361,921.20",1.95%
12/31/2024,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"4,805,407","$121,432,634.89",1.91%
12/31/2024,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"8,251,187","$118,404,533.45",1.86%
12/31/2024,ARKK,AMAZON.COM INC,AMZN,023135106,"534,473","$118,278,874.90",1.86%
12/31/2024,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"3,169,256","$117,579,397.60",1.85%
12/31/2024,ARKK,TERADYNE INC,TER,880770102,"906,116","$114,804,897.20",1.80%
12/31/2024,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"914,635","$109,911,687.95",1.73%
12/31/2024,ARKK,VERACYTE INC,VCYT,92337F107,"2,698,000","$107,920,000.00",1.70%
12/31/2024,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"8,665,678","$98,875,385.98",1.55%
12/31/2024,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"5,466,659","$85,443,880.17",1.34%
12/31/2024,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"673,618","$82,477,787.92",1.30%
12/31/2024,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,449,303","$71,397,182.45",1.12%
12/31/2024,ARKK,NATERA INC,NTRA,632307104,"429,252","$68,057,904.60",1.07%
12/31/2024,ARKK,ILLUMINA INC,ILMN,452327109,"454,660","$60,728,936.20",0.95%
12/31/2024,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"21,265,047","$38,064,434.13",0.60%
12/31/2024,ARKK,GITLAB INC-CL A,GTLB,37637K108,"548,769","$30,988,985.43",0.49%
12/31/2024,ARKK,CERUS CORP,CERS,157085101,"12,032,387","$18,650,199.85",0.29%
12/31/2024,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"14,225,577","$14,225,576.73",0.22%
12/31/2024,ARKK,PRIME MEDICINE INC,PRME,74168J101,"2,238,740","$6,223,697.20",0.10%
