date,fund,company,ticker,cusip,shares,market value ($),weight (%)
01/17/2025,IZRL,WALKME LTD,WKME,M97628107,"145,813","$2,034,091.35",1.97%
01/17/2025,IZRL,TAT TECHNOLOGIES LTD,TATTF,B0H5D20,"68,805","$2,004,186.05",1.94%
01/17/2025,IZRL,ARYT INDUSTRIES LTD,,6049740,"574,085","$1,983,186.86",1.92%
01/17/2025,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,"5,586","$1,985,878.86",1.92%
01/17/2025,IZRL,CAMTEK LTD,CAMT,M20791105,"19,820","$1,960,990.80",1.90%
01/17/2025,IZRL,VALENS SEMICONDUCTOR LTD,VLN,M9607U115,"567,753","$1,964,425.38",1.90%
01/17/2025,IZRL,STRATASYS LTD,SSYS,M85548101,"217,668","$1,963,365.36",1.90%
01/17/2025,IZRL,HILAN LTD,HLAN,6267230,"31,433","$1,961,494.95",1.90%
01/17/2025,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,"90,253","$1,956,685.04",1.89%
01/17/2025,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,"10,440","$1,949,878.80",1.89%
01/17/2025,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,"58,927","$1,949,894.43",1.89%
01/17/2025,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,"185,790","$1,954,510.80",1.89%
01/17/2025,IZRL,NICE LTD - SPON ADR,NICE,653656108,"11,883","$1,951,188.60",1.89%
01/17/2025,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,"153,868","$1,956,066.27",1.89%
01/17/2025,IZRL,MATRIX IT LTD,MTRX,6747754,"80,764","$1,941,844.71",1.88%
01/17/2025,IZRL,CELLEBRITE DI LTD,CLBT,M2197Q107,"84,700","$1,946,406.00",1.88%
01/17/2025,IZRL,BRAINSWAY LTD-ADR,BWAY,10501L106,"188,328","$1,943,544.96",1.88%
01/17/2025,IZRL,AUDIOCODES LTD,AUDC,M15342104,"185,117","$1,945,579.67",1.88%
01/17/2025,IZRL,PAGAYA TECHNOLOGIES LTD -A,PGY,BQ5J6B6,"219,110","$1,943,505.70",1.88%
01/17/2025,IZRL,NAYAX LTD,NYAX,BMXT7N9,"56,509","$1,939,619.95",1.88%
01/17/2025,IZRL,NOVA LTD,NVMI,M7516K103,"8,015","$1,942,274.95",1.88%
01/17/2025,IZRL,RADWARE LTD,RDWR,M81873107,"89,327","$1,942,862.25",1.88%
01/17/2025,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,"285,158","$1,940,220.25",1.88%
01/17/2025,IZRL,RISKIFIED LTD-A,RSKD,M8216R109,"391,067","$1,939,692.32",1.88%
