date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/19/2026,ARKK,TESLA INC,TSLA,88160R101,"1,681,204","$660,343,307.12",10.40%
03/19/2026,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"7,842,642","$374,015,596.98",5.89%
03/19/2026,ARKK,CIRCLE INTERNET GROUP INC,CRCL,172573107,"2,766,970","$367,564,294.80",5.79%
03/19/2026,ARKK,TEMPUS AI INC-CL A,TEM,88023B103,"6,369,196","$310,116,153.24",4.89%
03/19/2026,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"1,516,423","$306,757,208.67",4.83%
03/19/2026,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,429,850","$300,693,937.50",4.74%
03/19/2026,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"3,700,589","$277,174,116.10",4.37%
03/19/2026,ARKK,ROKU INC,ROKU,77543R102,"2,691,256","$257,445,548.96",4.06%
03/19/2026,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"1,214,488","$242,241,776.48",3.82%
03/19/2026,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"1,467,541","$224,196,238.57",3.53%
03/19/2026,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"3,743,915","$218,157,927.05",3.44%
03/19/2026,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"8,588,899","$217,470,922.68",3.43%
03/19/2026,ARKK,BULLISH,BLSH,G16910120,"4,691,790","$179,601,721.20",2.83%
03/19/2026,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,767,687","$167,511,364.02",2.64%
03/19/2026,ARKK,TERADYNE INC,TER,880770102,"536,665","$161,037,066.55",2.54%
03/19/2026,ARKK,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"6,375,353","$136,496,307.73",2.15%
03/19/2026,ARKK,AMAZON.COM INC,AMZN,023135106,"595,043","$124,881,674.41",1.97%
03/19/2026,ARKK,COREWEAVE INC-CL A,CRWV,21873S108,"1,501,201","$124,329,466.82",1.96%
03/19/2026,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"9,360,597","$123,653,486.37",1.95%
03/19/2026,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"6,686,830","$116,016,500.50",1.83%
03/19/2026,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"19,121,863","$114,922,396.63",1.81%
03/19/2026,ARKK,NVIDIA CORP,NVDA,67066G104,"566,259","$102,153,123.60",1.61%
03/19/2026,ARKK,BLOCK INC,XYZ,852234103,"1,553,100","$89,831,304.00",1.42%
03/19/2026,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"261,924","$88,941,532.68",1.40%
03/19/2026,ARKK,DEERE & CO,DE,244199105,"148,379","$84,727,376.58",1.33%
03/19/2026,ARKK,ILLUMINA INC,ILMN,452327109,"684,764","$84,191,733.80",1.33%
03/19/2026,ARKK,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"894,182","$83,194,693.28",1.31%
03/19/2026,ARKK,NATERA INC,NTRA,632307104,"411,698","$81,429,747.42",1.28%
03/19/2026,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"23,201,441","$77,028,784.12",1.21%
03/19/2026,ARKK,BWX TECHNOLOGIES INC,BWXT,05605H100,"363,512","$75,966,737.76",1.20%
03/19/2026,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,"566,099","$68,990,485.13",1.09%
03/19/2026,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"110,900","$68,278,912.00",1.08%
03/19/2026,ARKK,VERACYTE INC,VCYT,92337F107,"1,973,927","$65,692,290.56",1.03%
03/19/2026,ARKK,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"468,636","$62,998,737.48",0.99%
03/19/2026,ARKK,BROADCOM INC,AVGO,11135F101,"193,446","$61,115,394.78",0.96%
03/19/2026,ARKK,GENEDX HOLDINGS CORP,WGS,81663L200,"813,435","$57,501,720.15",0.91%
03/19/2026,ARKK,ALPHABET INC-CL C,GOOG,02079K107,"179,390","$54,947,157.00",0.87%
03/19/2026,ARKK,FIGMA INC-CL A,,316841105,"1,540,548","$38,914,242.48",0.61%
03/19/2026,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"2,259,092","$38,811,200.56",0.61%
03/19/2026,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"20,940,748","$27,851,194.84",0.44%
03/19/2026,ARKK,CERUS CORP,CERS,157085101,"10,008,815","$18,015,867.00",0.28%
03/19/2026,ARKK,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"7,006,304","$6,180,260.76",0.10%
03/19/2026,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"4,036,093","$4,036,092.78",0.06%
03/19/2026,ARKK,BRERA HOLDINGS PLC WTS,,BREADUMMY,"4,316,257","$2,589,754.20",0.04%
