date,fund,company,ticker,cusip,shares,market value ($),weight (%)
02/26/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"646,878","$77,825,892.18",9.64%
02/26/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"2,264,239","$52,023,834.54",6.45%
02/26/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"262,510","$48,286,089.40",5.98%
02/26/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"496,063","$41,242,677.82",5.11%
02/26/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"461,711","$35,796,453.83",4.43%
02/26/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,264,527","$33,901,968.87",4.20%
02/26/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"250,762","$33,649,752.78",4.17%
02/26/2026,ARKF,BLOCK INC,XYZ,852234103,"640,795","$33,282,892.30",4.12%
02/26/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"402,262","$27,381,974.34",3.39%
02/26/2026,ARKF,BULLISH,BLSH,G16910120,"824,777","$27,126,915.53",3.36%
02/26/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,327,288","$25,603,385.52",3.17%
02/26/2026,ARKF,ROKU INC,ROKU,77543R102,"275,750","$25,446,210.00",3.15%
02/26/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"118,626","$25,013,478.36",3.10%
02/26/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"13,947","$24,654,251.37",3.05%
02/26/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"35,114","$22,953,670.66",2.84%
02/26/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"106,105","$22,349,957.20",2.77%
02/26/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,183,632","$19,707,472.80",2.44%
02/26/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"17,137","$19,505,544.90",2.42%
02/26/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"857,186","$18,429,499.00",2.28%
02/26/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"79,645","$15,575,376.20",1.93%
02/26/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"651,758","$14,951,328.52",1.85%
02/26/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"94,574","$14,348,767.28",1.78%
02/26/2026,ARKF,SEA LTD-ADR,SE,81141R100,"132,096","$13,800,069.12",1.71%
02/26/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"98,491","$13,002,781.82",1.61%
02/26/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"824,346","$12,323,972.70",1.53%
02/26/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"25,920","$12,008,217.60",1.49%
02/26/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"67,986","$11,765,657.16",1.46%
02/26/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"76,372","$11,629,928.16",1.44%
02/26/2026,ARKF,LY CORP,4689,6084848,"4,529,096","$10,624,681.08",1.32%
02/26/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"297,395","$9,647,493.80",1.20%
02/26/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"25,897","$9,408,639.07",1.17%
02/26/2026,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,"491,293","$8,632,018.01",1.07%
02/26/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"171,250","$7,759,337.50",0.96%
02/26/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"93,544","$6,792,229.84",0.84%
02/26/2026,ARKF,DISCOVERY LTD,DSY,6177878,"340,653","$5,231,468.29",0.65%
02/26/2026,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,"31,515","$5,052,799.95",0.63%
02/26/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"580,547","$4,661,792.41",0.58%
02/26/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"403,349","$2,883,945.35",0.36%
02/26/2026,ARKF,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,018,952","$1,141,226.24",0.14%
02/26/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"194,418","$997,364.34",0.12%
02/26/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"788,053","$622,561.87",0.08%
